Symbol	Name	Currency	Exchange	Instrument.Long.Name	Isin	Segment.code	Sector.code
MIBX	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR UCITS ETF FTSE MIB	FR0010010827	ETFS	ETEU
DAXX	MULTI UNITS LUXEMBOURG	GBX	LSE	LYXOR UCITS ETF DAX	LU0252633754	ETFS	ETEU
EXUK	MULTI UNITS FRANCE	GBX	LSE	LYXOR UCITS ETF FTSE DVLPD EUROPE EX UK	FR0012034809	ETFS	ETEU
CSH2	LYXOR INDEX FUND	GBX	LSE	LYXOR SMART CASH UCITS ETF C-GBP	LU1230136894	ETFS	ETEU
CMU	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EMU UCITS ETF	FR0010655688	ETFS	ETEU
CEUR	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE UCITS ETF	FR0010655696	ETFS	ETEU
CFR	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI FRANCE UCITS ETF	FR0010655704	ETFS	ETEU
CG1	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI GERMANY UCITS ETF	FR0010655712	ETFS	ETEU
CI1	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI ITALY UCITS ETF	FR0010655720	ETFS	ETEU
CN1	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI NORDIC UCITS ETF	FR0010655738	ETFS	ETEU
CS1	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI SPAIN UCITS ETF	FR0010655746	ETFS	ETEU
CUK	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI UK UCITS ETF	FR0010655761	ETFS	ETEU
CB5	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE BANKS UCITS ETF	FR0010688176	ETFS	ETEU
CJ1	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI JAPAN UCITS ETF - A	FR0010688242	ETFS	ETEU
CH1	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI NETHERLANDS UCITS ETF	FR0010688259	ETFS	ETEU
R2US	SSGA SPDR ETFS EUROPE II PLC	USD	LSE	SPDR RUSSELL 2000 US SMALL CAP ETF	IE00BJ38QD84	ETFS	ETEU
R3US	SSGA SPDR ETFS EUROPE II PLC	USD	LSE	SPDR RUSSELL 3000 US TOTAL MARKET ETF	IE00BKY7WX37	ETFS	ETEU
XBAG	DB X-TRACKERS II	GBX	LSE	DB X-TRACKERS II BARCLAYS GLOBAL AGG BND	LU0942970103	ETFS	ETEU
XDGM	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT MITTELSTAND MIDCAP DE ETF (DR) - 1D	IE00B9MRJJ36	ETFS	ETEU
XMAW	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT MSCI ACWI 1C	IE00BGHQ0G80	ETFS	ETEU
XDUS	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT MSCI USA DR ACC 1C	IE00BJ0KDR00	ETFS	ETEU
XDND	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT NA HY DIV ETF (DR) - 1C	IE00BH361H73	ETFS	ETEU
FEDF	MULTI UNITS LUXEMBOURG	USD	LSE	LYXOR FED FUNDS US DOLLAR CASH UCITS ETF	LU1233598447	ETFS	ETEU
LWCU	AMUNDI ETF	USD	LSE	LOW CARBON UCITS	FR0012658003	ETFS	ETEU
JPHU	AMUNDI ETF	USD	LSE	JPX-NIKKEI 400 UCITS ETF - USD	FR0012688281	ETFS	ETEU
JPHG	AMUNDI ETF	GBX	LSE	JPX-NIKKEI 400 UCITS ETF - GBP	FR0012688273	ETFS	ETEU
CU2U	AMUNDI ETF	USD	LSE	AMUNDI ETF MSCI USA UCITS ETF - B	FR0010871152	ETFS	ETEU
CW8U	AMUNDI ETF	USD	LSE	AMUNDI ETF MSCI WORLD UCITS ETF - B	FR0010871160	ETFS	ETEU
ANXU	AMUNDI ETF	USD	LSE	AMUNDI ETF NASDAQ-100 UCITS ETF - B	FR0010912568	ETFS	ETEU
500U	AMUNDI ETF	USD	LSE	AMUNDI ETF S&P 500 UCITS ETF - B	FR0010912576	ETFS	ETEU
ANRJ	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE ENERGY UCITS ETF	FR0010930644	ETFS	ETEU
AEXK	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE EX UK UCITS ETF	FR0010988642	ETFS	ETEU
SGVB	LYXOR INDEX FUND	USD	LSE	LYXOR UCITS SG GLOBAL VALUE BETA	LU1081771369	ETFS	ETEU
CNAA	MULTI UNITS FRANCE	USD	LSE	LYXOR FORTUNE SG UCITS ETF MSCI CHINA A	FR0011720911	ETFS	ETEU
JPX4	MULTI UNITS FRANCE	USD	LSE	LYXOR UCITS ETF JPX-NIKKEI 400	FR0012144582	ETFS	ETEU
UC77	UBS ETF	GBX	LSE	UBS ETF MSCI EUROPE EX UK EUR A-DIS	LU1048312067	ETFS	ETEU
UC78	UBS ETF	GBX	LSE	UBS ETF FTSE 250 UCITS ETF (GBP) A-DIS	LU1048312737	ETFS	ETEU
CSW	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI SWITZERLAND - A	FR0010655753	ETFS	ETEU
CS5	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE CONSUMER STP	FR0010688168	ETFS	ETEU
CD6	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE CONSUMER DISC	FR0010688184	ETFS	ETEU
CH5	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE HEALTHCARE	FR0010688192	ETFS	ETEU
AIND	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE INDUSTRIALS	FR0010688218	ETFS	ETEU
SMRU	AMUNDI ETF	USD	LSE	AMUNDI ETF GLOBAL MULTI SMART BETA USD	FR0011839943	ETFS	ETEU
UC75	UBS (IRL) ETF PLC	GBX	LSE	UBS ETF DJ GLOBAL SELECT DIVIDEND USD AD	IE00BMP3HG27	ETFS	ETEU
RICI	RBS MARKET ACCESS	GBP	LSE	RBS MARKET ACCESS JIM ROGERS INTCOM IDX	LU0249326488	ETFS	ETEU
RICM	RBS MARKET ACCESS	GBP	LSE	RBS MARKET ACCESS RICI-M INDEX FUND	LU0259320728	ETFS	ETEU
GOLB	RBS MARKET ACCESS	GBP	LSE	RBS MARKET ACCESS NYSE ARCA GOLD BUGS IF	LU0259322260	ETFS	ETEU
ASDX	RBS MARKET ACCESS	GBP	LSE	RBS MARKET ACCESS DAXGLOBAL ASIA IDX FND	LU0259323235	ETFS	ETEU
BRDX	RBS MARKET ACCESS	GBP	LSE	RBS MARKET ACCESS DAXGLOBAL BRIC IDX FND	LU0269999792	ETFS	ETEU
RUSD	RBS MARKET ACCESS	GBP	LSE	RBS MARKET ACCESS DAXGLOBAL RSSIA IDX FD	LU0269999958	ETFS	ETEU
UC55	UBS ETF	GBX	LSE	UBS ETF MSCI WORLD (USD) A-DIS	LU0340285161	ETFS	ETEU
UB12	UBS ETF	GBX	LSE	UBS ETF MSCI EUROPE (EUR) A-DIS	LU0446734104	ETFS	ETEU
UC44	UBS ETF	GBX	LSE	UBS ETF MSCI WORLD SOCIALLY RESPONSIBLEA	LU0629459743	ETFS	ETEU
UC79	UBS ETF	GBX	LSE	UBS ETF MSCI EM SOCIALLY RESP USD A-DIS	LU1048313891	ETFS	ETEU
UC66	UBS ETF	GBX	LSE	UBS ETF - MSCI USA UCITS ETF (USD) A-DIS	LU0136234654	ETFS	ETEU
VEVE	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD FTSE DEVELOPED WORLD UCITS ETF	IE00BKX55T58	ETFS	ETEU
VNRT	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD FTSE NORTH AMERICA UCITS ETF	IE00BKX55R35	ETFS	ETEU
MTXX	MULTI UNITS FRANCE	GBX	LSE	LYXOR UCITS ETF EUROMTS ALL-MATURITY IG	FR0010028860	ETFS	ETEU
GCVB	SSGA SPDR ETFS EUROPE II PLC	USD	LSE	SPDR GLOBAL CONVERTIBLE BOND UCITS ETF	IE00BNH72088	ETFS	ETEU
CRBL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF COMMODITIES CRB TR	FR0010318998	ETFS	ETEU
INRL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF MSCI INDIA	FR0010375766	ETFS	ETEU
RIOL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF BRAZIL (IBOVESPA)	FR0010413294	ETFS	ETEU
EURE	SSGA SPDR ETFS EUROPE I PLC	EUR	LSE	SPDR FTSE EPRA EUR EX UK RE	IE00BSJCQV56	ETFS	ETEU
LUSC	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR BARCLAYS 10+ US CORP BD UCITS ETF	IE00BZ0G8860	ETFS	ETEU
TIPS	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR BARCLAYS US TIPS UCITS ETF	IE00BZ0G8977	ETFS	ETEU
VVAL	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD GLOBAL VALUE FACTOR UCITS ETF	IE00BYYR0B57	ETFS	ETEU
VMOM	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD GLBL MOMENTUM FACTOR UCITS ETF	IE00BYYR0935	ETFS	ETEU
VLIQ	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD GLBL LIQUIDITY FACTOR UCITS ETF	IE00BYYR0D71	ETFS	ETEU
VMVL	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD GLOBAL MIN VOLATILITY UCITS ETF	IE00BYYR0C64	ETFS	ETEU
METL	MULTI UNITS LUXEMBOURG	USD	LSE	LYXOR ETF S&P GSCI INDUSTRIAL METALS $	LU0692031080	ETFS	ETEU
YIEL	MULTI UNITS FRANCE	EUR	LSE	LYXOR ETF IBOXX EUR LIQUID HIGH YIELD 30	FR0010975771	ETFS	ETEU
OPTM	MULTI UNITS LUXEMBOURG	USD	LSE	LYXOR ETF BROAD COMMODITIES OPTIMIX TR	LU0721448131	ETFS	ETEU
MOMT	MULTI UNITS LUXEMBOURG	USD	LSE	LYXOR ETF BROAD COMMODITIES MOMENTUM TR	LU0721447752	ETFS	ETEU
GSAU	MULTI UNITS LUXEMBOURG	USD	LSE	LYXOR ETF S&P GSCI AGGREGATE 3 MONTH FWD	LU0721447240	ETFS	ETEU
EMCO	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR EMERGING MARKETS CORPORATE BOND ETF	IE00B7LFXY77	ETFS	ETEU
TRS3	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR BARCLAYS 1-3 US TREASURY BOND	IE00BC7GZJ81	ETFS	ETEU
SEUC	SSGA SPDR ETFS EUROPE I PLC	EUR	LSE	SPDR BARCLAYS 0-3 EURO CORPORATE BOND	IE00BC7GZW19	ETFS	ETEU
SUSC	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR BARCLAYS 0-3 US CORPORATE BOND	IE00BC7GZX26	ETFS	ETEU
EUAG	SSGA SPDR ETFS EUROPE I PLC	EUR	LSE	SPDR BARCLAYS EURO AGG BOND UCITS ETF	IE00B41RYL63	ETFS	ETEU
VUSA	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD S&P 500 UCITS ETF	IE00B3XXRP09	ETFS	ETEU
VUKE	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD FTSE 100 UCITS ETF	IE00B810Q511	ETFS	ETEU
EUCO	SSGA SPDR ETFS EUROPE I PLC	EUR	LSE	SPDR BARCLAYS EURO CORP BOND UCITS ETF	IE00B3T9LM79	ETFS	ETEU
GOVY	SSGA SPDR ETFS EUROPE I PLC	EUR	LSE	SPDR BARCLAYS EURO GOV BOND UCITS ETF	IE00B3S5XW04	ETFS	ETEU
EU13	SSGA SPDR ETFS EUROPE I PLC	EUR	LSE	SPDR BARCLAYS 1-3 YR EURO GOV UCITS ETF	IE00B6YX5F63	ETFS	ETEU
UC76	UBS ETF	USD	LSE	UBS ETF BARCAP US LIQUID CORP USD A-DIS	LU1048316647	ETFS	ETEU
UC42	UBS (IRL) ETF PLC	GBX	LSE	UBS ETF-MSCI BRAZIL (USD) A-DIS	IE00B6SBCY47	ETFS	ETEU
GLRE	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR DOW JONES GLOBAL REAL EST UCITS ETF	IE00B8GF1M35	ETFS	ETEU
LOWV	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR S&P 500 LOW VOLATILITY UCITS ETF	IE00B802KR88	ETFS	ETEU
ASIA	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR CITI ASIA LOCAL GOV BOND UCITS ETF	IE00B7GBL799	ETFS	ETEU
SPX5	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR S&P 500 UCITS ETF	IE00B6YX5C33	ETFS	ETEU
FTAL	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR FTSE UK ALL-SHARE UCITS ETF	IE00B7452L46	ETFS	ETEU
UKDV	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR S&P UK DIVIDEND ARISTOCRAT UCIT ETF	IE00B6S2Z822	ETFS	ETEU
EUDV	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR S&P EURO DIVIDEND ARISTOCRATS ETF£	IE00B5M1WJ87	ETFS	ETEU
SPY4	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR S&P 400 US MID CAP UCITS ETF	IE00B4YBJ215	ETFS	ETEU
USDV	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR S&P US DIVIDEND ARISTOCRATS UCITETF	IE00B6YX5D40	ETFS	ETEU
EMSD	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR MSCI EMRG MRKTS SM CAP UCITS ETF $	IE00B48X4842	ETFS	ETEU
EMRD	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR MSCI EMERGING MARKETS UCITS ETF $	IE00B469F816	ETFS	ETEU
EMLD	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR MSCI EM LATIN AMERICA UCITS ETF $	IE00B454X613	ETFS	ETEU
EMOD	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR MSCI EM EUROPE UCITS ETF $	IE00B431K857	ETFS	ETEU
CRNL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF COMMODITIES CRB EX-ENERGY TR	FR0010358887	ETFS	ETEU
AFSL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF SOUTH AFRICA (FTSE JSE TOP 40)	FR0010464446	ETFS	ETEU
LEML	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF MSCI EMERGING MARKETS	FR0010435297	ETFS	ETEU
ASIL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF CHINA ENTERPRISE (HSCEI)	FR0010581413	ETFS	ETEU
UC85	UBS ETF	GBX	LSE	UBS ETF BARCAP US LIQ CORP HDG TO GBP AD	LU1048317298	ETFS	ETEU
EU35	SSGA SPDR ETFS EUROPE II PLC	EUR	LSE	SPDR BARCLAYS EURO GOV 3-5 YEAR ETF	IE00BS7K8821	ETFS	ETEU
SBIO	SOURCE MARKETS PLC	USD	LSE	SOURCE NASDAQ BIOTECH UCITS ETF	IE00BQ70R696	ETFS	ETEU
NXKE	NOMURA NEXT FUNDS IRELAND PLC	EUR	LSE	NOMURA NIKKEI 225 EUR-HEDGED UCITS ETF	IE00BSKS1J57	ETFS	ETEU
NXKU	NOMURA NEXT FUNDS IRELAND PLC	USD	LSE	NOMURA NIKKEI 225 USD-HEDGED UCITS ETF	IE00BSMSXM06	ETFS	ETEU
XDEQ	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT EQF QUALITY DR ACC 1C	IE00BL25JL35	ETFS	ETEU
XDEV	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT EQF VALUE DR ACC 1C	IE00BL25JM42	ETFS	ETEU
XDEM	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT EQF MOMENTUM DR ACC 1C	IE00BL25JP72	ETFS	ETEU
XDEB	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT EQF LOW BETA DR ACC 1C	IE00BL25JN58	ETFS	ETEU
UC82	UBS ETF	GBX	LSE	UBSETF BARCAP US LIQ CORP 1-5 HDG TO GBP	LU1048315326	ETFS	ETEU
UC81	UBS ETF	GBX	LSE	UBSETF BARCAP US LIQ CORP 1-5 USD A-DIS	LU1048314949	ETFS	ETEU
UC97	UBS ETF	USD	LSE	UBSETF B.M. US LIQ CORP SUST USD A-DIS	LU1215461085	ETFS	ETEU
DXGE	WISDOMTREE ISSUER PLC 	USD	LSE	WISDOMTREE GERMANY EQUITY UCITS ETF	IE00BYQCZ682	ETFS	ETEU
HEDP	WISDOMTREE ISSUER PLC 	GBX	LSE	WISDOMTREE EUROPE EQUITY UCITS ETF	IE00BYQCZQ89	ETFS	ETEU
DXJP	WISDOMTREE ISSUER PLC 	GBX	LSE	WISDOMTREE JAPAN EQUITY UCITS ETF	IE00BYQCZF74	ETFS	ETEU
CECL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF EASTERN EUROPE (CECE NTR EUR)	FR0010204073	ETFS	ETEU
LTML	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF MSCI EM LATIN AMERICA	FR0010413310	ETFS	ETEU
WATL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF WORLD WATER	FR0010527275	ETFS	ETEU
WLDL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF MSCI WORLD	FR0010372201	ETFS	ETEU
JPNL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF JAPAN (TOPIX)	FR0010245514	ETFS	ETEU
USAL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF MSCI USA	FR0010372193	ETFS	ETEU
DJEL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF DOW JONES INDUSTRIAL AVERAGE	FR0007056841	ETFS	ETEU
EMAD	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR MSCI EM ASIA UCITS ETF $	IE00B466KX20	ETFS	ETEU
IMID	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR MSCI ACWI IMI UCITS ETF $	IE00B3YLTY66	ETFS	ETEU
ACWD	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR MSCI ACWI UCITS ETF $	IE00B44Z5B48	ETFS	ETEU
TRSY	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR BARCLAYS US TREAS BOND UCITS ETF	IE00B44CND37	ETFS	ETEU
USAG	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR BARCLAYS US AGG BOND UCITS ETF	IE00B459R192	ETFS	ETEU
JNKE	SSGA SPDR ETFS EUROPE I PLC	EUR	LSE	SPDR BARCLAYS EURO HY BOND UCITS	IE00B6YX5M31	ETFS	ETEU
GLTS	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR BARCLAYS1-5 YEAR GILT UCITS ETF	IE00B6YX5K17	ETFS	ETEU
GLTL	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR BARCLAYS 15+ YEAR GILT UCITS ETF	IE00B6YX5L24	ETFS	ETEU
SGQL	MULTI UNITS LUXEMBOURG	GBX	LSE	LYXOR ETF SG GLOBAL QUALITY INCOME NTR	LU0855692520	ETFS	ETEU
XDTK	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT MSCI TURKEY UCITS ETF 1D	IE00B9L63S81	ETFS	ETEU
XDN0	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT MSCI NORDIC UCITS ETF 1D	IE00B9MRHC27	ETFS	ETEU
XCS2	DB X-TRACKERS II	GBX	LSE	DBXT AUSTRALIA SSA BONDS	LU0494592974	ETFS	ETEU
XCXC	DB X-TRACKERS II	GBX	LSE	DBXT CAD CASH ETF - 1C	LU0892103994	ETFS	ETEU
XG7S	DB X-TRACKERS II	GBX	LSE	DBXT GLOBAL SOV ETF- 5C EUR	LU0908508731	ETFS	ETEU
XGIU	DB X-TRACKERS II	GBX	LSE	DBXT GLOBAL INFLATION LINKED ETF- 5C	LU0908508814	ETFS	ETEU
UTLU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF S&P 500 CAPPED UTILITIES $	FR0011192830	ETFS	ETEU
MGTU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF DJ GLOBAL TITANS 50 $	FR0011523505	ETFS	ETEU
CODU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF S&P 500 CAPPED CONSUMER DISC $	FR0011192699	ETFS	ETEU
COSU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF S&P 500 CAPPED CONS STAPLE $	FR0011192707	ETFS	ETEU
EMH5	SSGA SPDR ETFS EUROPE II PLC	USD	LSE	SPDR 0-5 EMERGING MARKET USD GOV BD ETF	IE00BP46NG52	ETFS	ETEU
UKSR	UBS (IRL) ETF PLC	GBX	LSE	UBS ETF MSCI UK SRI A-DIS	IE00BMP3HN93	ETFS	ETEU
MSEU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	EURO STOXX 50 USD MONTHLY HEDGED	FR0012399806	ETFS	ETEU
USMV	OSSIAM LUX	USD	LSE	OSSIAM US MIN VAR NR ETF - USD	LU0599612412	ETFS	ETEU
UC46	UBS ETF	GBX	LSE	UBS ETF MSCI USA SOCIALLY RESP UCITS	LU0629460089	ETFS	ETEU
FT1K	AMUNDI ETF	GBX	LSE	AMUNDI ETF FTSE 100 GBX	FR0010910646	ETFS	ETEU
CWEU	AMUNDI ETF	USD	LSE	AMUNDI ETF MSCI WORLD ENERGY USD	FR0010871178	ETFS	ETEU
CWFU	AMUNDI ETF	USD	LSE	AMUNDI ETF MSCI WORLD FINANCIALS USD	FR0010871194	ETFS	ETEU
UCAP	OSSIAM LUX	USD	LSE	OSSIAM ETF SHILLER BARCLAYS CAPE US-USD	LU1079841513	ETFS	ETEU
USEF	FUNDLOGIC ALTERNATIVES PLC	USD	LSE	MS US EQUITY FACTORS UCITS ETF	IE00BPYPPK00	ETFS	ETEU
UC53	UBS (IRL) ETF PLC	GBX	LSE	UBS ETF-SOL GLOBAL GOLD MINERS A-DIS	IE00B7KMNP07	ETFS	ETEU
UC51	UBS (IRL) ETF PLC	GBX	LSE	UBS ETF-SOL GLOBAL OIL EQUITIES A-DIS	IE00B5PYL424	ETFS	ETEU
UC49	UBS (IRL) ETF PLC	GBX	LSE	UBS ETF-SOL GLOBAL COPPER MINING A-DIS	IE00B7JM9X10	ETFS	ETEU
NRGU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF S&P 500 CAPPED ENERGY $	FR0011158153	ETFS	ETEU
HLTU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF S&P 500 CAPPED HEALTH CARE $	FR0011192855	ETFS	ETEU
INDS	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF S&P 500 CAPPED INDUSTRIALS $	FR0011192764	ETFS	ETEU
MATU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF S&P 500 CAPPED MATERIALS $	FR0011192798	ETFS	ETEU
TNOU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF S&P 500 CAPPED TECHNOLOGY $	FR0011192814	ETFS	ETEU
AEJ	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF MSCI AC ASIA-PAC EX JAPAN $	FR0010581439	ETFS	ETEU
KRW	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF MSCI KOREA $	FR0010581447	ETFS	ETEU
MALD	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF MSCI MALAYSIA $	FR0010589069	ETFS	ETEU
TWND	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF MSCI TAIWAN $	FR0010444794	ETFS	ETEU
UST	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF NASDAQ-100 $	FR0010446930	ETFS	ETEU
RUS2	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF RUSSELL 2000 $	FR0011119254	ETFS	ETEU
TURU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF TURKEY DJ TURKEY TITANS 20 $	FR0010326256	ETFS	ETEU
MSED	LYXOR INDEX FUND	GBX	LSE	LYXOR EURO STOXX 50 DR £	LU0908501215	ETFS	ETEU
MEUD	LYXOR INDEX FUND	GBX	LSE	LYXOR MSCI EUROPE DR £	LU0908500753	ETFS	ETEU
SGQE	MULTI UNITS LUXEMBOURG	EUR	LSE	LYXOR SG EUROPEAN QUALITY INCOME EUR	LU0959210278	ETFS	ETEU
SJNK	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR BARCLAYS 0-5 YR US HIGH YIELD BOND	IE00B99FL386	ETFS	ETEU
CAPE	OSSIAM LUX	EUR	LSE	OSSIAM ETF SHILLER BARCLAYS CAPE EU-EUR	LU1079842321	ETFS	ETEU
N4US	SOURCE MARKETS PLC	USD	LSE	SOURCE NIKKEI 400 UCITS ETF USD HEDGED	IE00BVGC6751	ETFS	ETEU
UC90	UBS ETFS PLC	GBX	LSE	UBSETF CMCI COMPOSITE GBP A-ACC	IE00B50XJX92	ETFS	ETEU
MSEX	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	EURO STOXX 50 MONTHLY HEDGED	FR0012399772	ETFS	ETEU
XRSU	CONCEPT FUND SOLUTIONS PLC	USD	LSE	DBXT RUSL 2000 ACC - 1C	IE00BJZ2DD79	ETFS	ETEU
XRMU	CONCEPT FUND SOLUTIONS PLC	USD	LSE	DBXT RUSL MID ACC - 1C	IE00BJZ2DC62	ETFS	ETEU
XDPG	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT S&P500 GBP ACC - 1C	IE00BM67HX07	ETFS	ETEU
JPXU	MULTI UNITS FRANCE	USD	LSE	JPX NIKKEI 400 DAILY HEDGED	FR0012329159	ETFS	ETEU
JPXX	MULTI UNITS FRANCE	GBX	LSE	JPX NIKKEI 400 DAILY HEDGED	FR0012329142	ETFS	ETEU
S6EW	OSSIAM LUX	EUR	LSE	OSSIAM STOXX EUROPE 600 EW NR ETF	LU0599613147	ETFS	ETEU
UKMV	OSSIAM LUX	GBX	LSE	OSSIAM FTSE 100 MIN VAR ETF	LU0705291739	ETFS	ETEU
EUMV	OSSIAM LUX	EUR	LSE	OSSIAM ISTOXX EURP MIN VAR NR ETF	LU0599612842	ETFS	ETEU
CSHD	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR UCITS ETF EURO CASH	FR0010510800	ETFS	ETEU
UC89	UBS ETF	USD	LSE	UBSETF MSCI EMU HDG TO USD A-DIS	LU0937835576	ETFS	ETEU
